Primitive Index,duration,collected,total,percentage,totalDuration
0,6.1663336753845215,257,257,1.284999966621399,6.1663336753845215
1,1.6110541820526123,0,257,1.284999966621399,7.777387619018555
2,0.0006466355989687145,0,257,1.284999966621399,7.778034210205078
3,4.378213405609131,0,257,1.284999966621399,12.156248092651367
4,13.01657772064209,411,668,3.3399999141693115,25.17282485961914
5,2.194380283355713,0,668,3.3399999141693115,27.367204666137695
6,0.0008934778743423522,0,668,3.3399999141693115,27.36809730529785
7,3.6466166973114014,0,668,3.3399999141693115,31.014713287353516
8,0.0006242592935450375,0,668,3.3399999141693115,31.015336990356445
9,0.4836202561855316,0,668,3.3399999141693115,31.49895668029785
10,0.0003274281625635922,0,668,3.3399999141693115,31.499284744262695
11,4.006180763244629,0,668,3.3399999141693115,35.50546646118164
12,19.400596618652344,679,1347,6.735000133514404,54.906063079833984
13,2.057840585708618,0,1347,6.735000133514404,56.963905334472656
14,1.0331471457902808e-05,0,1347,6.735000133514404,56.96391677856445
15,3.3190248012542725,0,1347,6.735000133514404,60.28293991088867
16,5.342430114746094,176,1523,7.614999771118164,65.6253662109375
17,0.001433960278518498,0,1523,7.614999771118164,65.62680053710938
18,0.00048051276826299727,0,1523,7.614999771118164,65.62728118896484
19,3.7854883670806885,0,1523,7.614999771118164,69.41277313232422
20,0.002130866050720215,0,1523,7.614999771118164,69.41490173339844
21,0.963005781173706,0,1523,7.614999771118164,70.3779067993164
22,4.80709171295166,68,1591,7.954999923706055,75.18499755859375
23,0.5578480958938599,0,1591,7.954999923706055,75.74284362792969
24,3.338096576044336e-05,0,1591,7.954999923706055,75.74287414550781
25,3.1444809436798096,0,1591,7.954999923706055,78.8873519897461
26,2.1908464431762695,57,1648,8.239999771118164,81.07820129394531
27,3.6204729080200195,0,1648,8.239999771118164,84.69867706298828
28,0.7159152626991272,12,1660,8.299999237060547,85.41458892822266
29,2.0854899883270264,0,1660,8.299999237060547,87.50007629394531
30,16.43544578552246,507,2167,10.835000038146973,103.9355239868164
31,4.369426727294922,0,2167,10.835000038146973,108.30494689941406
32,15.362051010131836,461,2628,13.140000343322754,123.66699981689453
33,2.401398181915283,0,2628,13.140000343322754,126.06839752197266
34,1.2405750751495361,32,2660,13.300000190734863,127.30897521972656
35,0.107463538646698,0,2660,13.300000190734863,127.41643524169922
36,0.0001430511474609375,0,2660,13.300000190734863,127.41658020019531
37,0.7788024544715881,0,2660,13.300000190734863,128.1953887939453
38,2.8610227673198096e-05,0,2660,13.300000190734863,128.19541931152344
39,0.9226595163345337,0,2660,13.300000190734863,129.11807250976562
40,0.0002606709604151547,0,2660,13.300000190734863,129.1183319091797
41,4.864053249359131,0,2660,13.300000190734863,133.98239135742188
42,26.685916900634766,764,3424,17.1200008392334,160.66830444335938
43,4.179624080657959,0,3424,17.1200008392334,164.84793090820312
44,9.381927490234375,301,3725,18.625,174.2298583984375
45,2.353456974029541,0,3725,18.625,176.58331298828125
46,5.585654071182944e-05,0,3725,18.625,176.5833740234375
47,1.8915600776672363,0,3725,18.625,178.4749298095703
48,0.0005457938532344997,0,3725,18.625,178.47547912597656
49,1.0135173797607422,0,3725,18.625,179.48899841308594
50,17.77899169921875,521,4246,21.229999542236328,197.2679901123047
51,2.1922659873962402,0,4246,21.229999542236328,199.4602508544922
52,0.8329120874404907,33,4279,21.39499855041504,200.2931671142578
53,4.986783027648926,0,4279,21.39499855041504,205.2799530029297
54,0.867414653301239,1,4280,21.399999618530273,206.14736938476562
55,3.0347118377685547,0,4280,21.399999618530273,209.1820831298828
56,19.154193878173828,495,4775,23.875,228.33627319335938
57,4.550594806671143,0,4775,23.875,232.88687133789062
58,15.856403350830078,293,5068,25.34000015258789,248.74327087402344
59,0.2105986326932907,0,5068,25.34000015258789,248.95387268066406
60,8.104672815534286e-06,0,5068,25.34000015258789,248.95388793945312
61,3.0083415508270264,0,5068,25.34000015258789,251.9622344970703
62,20.597396850585938,491,5559,27.794998168945312,272.55963134765625
63,2.792527437210083,0,5559,27.794998168945312,275.3521728515625
64,18.394746780395508,514,6073,30.364999771118164,293.7469177246094
65,3.826601266860962,0,6073,30.364999771118164,297.5735168457031
66,16.165136337280273,531,6604,33.02000045776367,313.7386474609375
67,0.2679539918899536,0,6604,33.02000045776367,314.006591796875
68,0.00019233088823966682,0,6604,33.02000045776367,314.00677490234375
69,0.3344189524650574,0,6604,33.02000045776367,314.3411865234375
70,0.0002988179330714047,0,6604,33.02000045776367,314.34149169921875
71,3.4498748779296875,0,6604,33.02000045776367,317.7913818359375
72,0.002457300666719675,0,6604,33.02000045776367,317.7938537597656
73,0.9382877349853516,0,6604,33.02000045776367,318.7321472167969
74,0.0003767013258766383,0,6604,33.02000045776367,318.7325134277344
75,1.1875903606414795,0,6604,33.02000045776367,319.92010498046875
76,5.58957576751709,167,6771,33.85499954223633,325.5096740722656
77,2.677490234375,0,6771,33.85499954223633,328.1871643066406
