Primitive Index,duration,collected,total,percentage,totalDuration
0,6.1663336753845215,253,253,1.2649999856948853,6.1663336753845215
1,1.4600560665130615,0,253,1.2649999856948853,7.626389503479004
2,0.0005181884625926614,0,253,1.2649999856948853,7.626907825469971
3,2.400477886199951,0,253,1.2649999856948853,10.027385711669922
4,0.0001835033908719197,0,253,1.2649999856948853,10.027568817138672
5,1.4935157299041748,0,253,1.2649999856948853,11.521084785461426
6,0.007407312747091055,0,253,1.2649999856948853,11.528491973876953
7,1.2170255184173584,0,253,1.2649999856948853,12.74551773071289
8,0.00031987825059331954,0,253,1.2649999856948853,12.745837211608887
9,2.223653554916382,0,253,1.2649999856948853,14.969491004943848
10,10.169642448425293,371,624,3.119999885559082,25.13913345336914
11,3.2111785411834717,0,624,3.119999885559082,28.350311279296875
12,0.0005666419747285545,0,624,3.119999885559082,28.35087776184082
13,1.0506913661956787,0,624,3.119999885559082,29.401569366455078
14,0.0001323223114013672,0,624,3.119999885559082,29.401700973510742
15,0.8009482026100159,0,624,3.119999885559082,30.20265007019043
16,4.212061321595684e-05,0,624,3.119999885559082,30.20269203186035
17,4.648123264312744,0,624,3.119999885559082,34.85081481933594
18,5.691934585571289,177,801,4.005000114440918,40.542747497558594
19,2.6152944564819336,0,801,4.005000114440918,43.158042907714844
20,0.014471410773694515,0,801,4.005000114440918,43.172515869140625
21,2.8786466121673584,0,801,4.005000114440918,46.05116271972656
22,8.900959801394492e-05,0,801,4.005000114440918,46.05125045776367
23,1.168002963066101,0,801,4.005000114440918,47.21925354003906
24,0.0001704692840576172,0,801,4.005000114440918,47.219425201416016
25,0.06662356108427048,0,801,4.005000114440918,47.286048889160156
26,0.00018854935478884727,0,801,4.005000114440918,47.28623580932617
27,2.493208408355713,0,801,4.005000114440918,49.77944564819336
28,0.0005835294723510742,0,801,4.005000114440918,49.780029296875
29,2.9213833808898926,0,801,4.005000114440918,52.701412200927734
30,0.00033219653414562345,0,801,4.005000114440918,52.701744079589844
31,1.9326457977294922,0,801,4.005000114440918,54.63439178466797
32,0.00015298524522222579,0,801,4.005000114440918,54.634544372558594
33,3.28440523147583,0,801,4.005000114440918,57.918949127197266
34,6.388308525085449,180,981,4.904999732971191,64.30725860595703
35,4.215888500213623,0,981,4.904999732971191,68.52314758300781
36,12.205885887145996,346,1327,6.634999752044678,80.72903442382812
37,2.2502968311309814,0,1327,6.634999752044678,82.97933197021484
38,14.265664100646973,358,1685,8.425000190734863,97.2449951171875
39,3.052961587905884,0,1685,8.425000190734863,100.29795837402344
40,1.9331265687942505,57,1742,8.710000038146973,102.23108673095703
41,0.1558781862258911,0,1742,8.710000038146973,102.386962890625
42,0.0009481111774221063,0,1742,8.710000038146973,102.38790893554688
43,0.021496880799531937,0,1742,8.710000038146973,102.40940856933594
44,0.0009083747281692922,0,1742,8.710000038146973,102.41031646728516
45,3.695438861846924,0,1742,8.710000038146973,106.10575866699219
46,0.0006596246967092156,0,1742,8.710000038146973,106.10641479492188
47,1.0319303274154663,0,1742,8.710000038146973,107.13834381103516
48,0.0001629193575354293,0,1742,8.710000038146973,107.13850402832031
